spacing_D,wd_deg,ws_m_per_s,TI_per,VS,yaw_deg,power_demand_per,SAWS,SATI
4,8.0,14,0.1,0.2,"[0.0, -20.0, 0.0]","[0.6, 0.6, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.52935487 13.3825575
 12.86302692 13.91594886 14.51033964 13.35076823 12.84640191 13.91324598]","[0.1000106  0.10002131 0.1000296  0.10000802 0.10231283 0.10478502
 0.1020679  0.10073104 0.10227402 0.10501887 0.10222833 0.10068781]"
4,8.0,14,0.1,0.2,"[0.0, -20.0, 0.0]","[1.0, 1.0, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.3642583  13.01734647
 12.71683785 13.89208806 14.28633867 12.8813684  12.64835447 13.87519978]","[0.10002944 0.10005919 0.1000822  0.10002228 0.10526689 0.10922714
 0.10452769 0.10221444 0.1058893  0.11089055 0.10572912 0.10277364]"
4,8.0,14,0.1,0.2,"[0.0, 0.0, 0.0]","[0.6, 0.6, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.52935487 13.3825575
 12.86302692 13.91594886 14.51543143 13.35267949 12.85069015 13.91380613]","[0.1000106  0.10002131 0.1000296  0.10000802 0.10200425 0.10465324
 0.10203983 0.10061478 0.10216815 0.10498749 0.10226081 0.10069062]"
4,8.0,14,0.1,0.2,"[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.3642583  13.01734647
 12.71683785 13.89208806 14.32213302 12.93525768 12.6795307  13.88323123]","[0.10002944 0.10005919 0.1000822  0.10002228 0.10432482 0.10879949
 0.10443068 0.10186516 0.10489606 0.10976979 0.10502634 0.1021813 ]"
4,8.0,14,0.1,0.2,"[0.0, 20.0, 0.0]","[0.6, 0.6, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.52935487 13.3825575
 12.86302692 13.91594886 14.55819051 13.452865   12.88833333 13.92040521]","[0.1000106  0.10002131 0.1000296  0.10000802 0.10215343 0.10489856
 0.10242932 0.10079853 0.10183991 0.10427556 0.10205609 0.10065986]"
4,8.0,14,0.1,0.2,"[0.0, 20.0, 0.0]","[1.0, 1.0, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.3642583  13.01734647
 12.71683785 13.89208806 14.4275509  13.1546979  12.77209225 13.90554441]","[0.10002944 0.10005919 0.1000822  0.10002228 0.10479003 0.10958637
 0.10561534 0.10241115 0.10360148 0.1076308  0.10398074 0.10158529]"
4,8.0,14,0.1,0.2,"[30.0, -20.0, 0.0]","[0.6, 0.6, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.60007977 13.553145
 12.92546123 13.92591912 14.52443185 13.38007625 12.85885614 13.91564268]","[0.10028658 0.10034383 0.10053197 0.10028411 0.10165874 0.10335289
 0.10152934 0.10060381 0.10213359 0.10476324 0.10213558 0.10065857]"
4,8.0,14,0.1,0.2,"[30.0, -20.0, 0.0]","[1.0, 1.0, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.51906825 13.35578986
 12.85327263 13.92024007 14.33292666 12.96790275 12.68981205 13.88642047]","[0.10079496 0.10095361 0.10147376 0.10078812 0.10322613 0.10566698
 0.1028529  0.10142947 0.10479919 0.109401   0.10473702 0.10203835]"
4,8.0,14,0.1,0.2,"[30.0, 0.0, 0.0]","[0.6, 0.6, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.60007977 13.553145
 12.92546123 13.92591912 14.529165   13.38231113 12.8627898  13.91606217]","[0.10028658 0.10034383 0.10053197 0.10028411 0.10149666 0.10342279
 0.10163319 0.10056048 0.1020432  0.10475456 0.10218235 0.10066701]"
4,8.0,14,0.1,0.2,"[30.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.51906825 13.35578986
 12.85327263 13.92024007 14.36519322 13.02053244 12.7175616  13.89250943]","[0.10079496 0.10095361 0.10147376 0.10078812 0.1027547  0.1058648
 0.1031451  0.10130126 0.10398269 0.10849181 0.10420197 0.10157347]"
4,8.0,14,0.1,0.2,"[30.0, 20.0, 0.0]","[0.6, 0.6, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.60007977 13.553145
 12.92546123 13.92591912 14.57003305 13.47927455 12.89875329 13.92216682]","[0.10028658 0.10034383 0.10053197 0.10028411 0.10177054 0.10384481
 0.10213564 0.10080646 0.10174046 0.10409222 0.10200154 0.10064408]"
4,8.0,14,0.1,0.2,"[30.0, 20.0, 0.0]","[1.0, 1.0, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.51906825 13.35578986
 12.85327263 13.92024007 14.4610889  13.22614953 12.80161344 13.91112682]","[0.10079496 0.10095361 0.10147376 0.10078812 0.10354793 0.10710952
 0.10458967 0.10199946 0.10328104 0.10704982 0.1037381  0.10148741]"
6,-8.0,14,0.1,0.2,"[-30.0, -20.0, 0.0]","[0.6, 0.6, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.70226316 13.92962889
 13.01630618 13.83004509 14.69003936 13.92800466 13.0054885  13.80200444]","[0.10045807 0.10024604 0.10018804 0.10023068 0.10073387 0.10028471
 0.10049662 0.10103921 0.10051754 0.1001838  0.10052134 0.10106501]"
6,-8.0,14,0.1,0.2,"[-30.0, -20.0, 0.0]","[1.0, 1.0, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.68139805 13.92806865
 12.99841203 13.78116553 14.6587117  13.92493411 12.97836296 13.73009773]","[0.10126943 0.10068269 0.10052187 0.10064002 0.1016447  0.10072987
 0.10097862 0.10189811 0.10106187 0.10051038 0.10102669 0.10191396]"
6,-8.0,14,0.1,0.2,"[-30.0, 0.0, 0.0]","[0.6, 0.6, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.70226316 13.92962889
 13.01630618 13.83004509 14.67049568 13.92497295 12.98801094 13.75818814]","[0.10045807 0.10024604 0.10018804 0.10023068 0.10040617 0.10013357
 0.10039291 0.10084774 0.10070914 0.10028861 0.10076174 0.10146411]"
6,-8.0,14,0.1,0.2,"[-30.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.68139805 13.92806865
 12.99841203 13.78116553 14.61416124 13.91729551 12.93817897 13.63271233]","[0.10126943 0.10068269 0.10052187 0.10064002 0.10072637 0.10030735
 0.10068745 0.1013578  0.10183958 0.10107568 0.10189141 0.1031447 ]"
6,-8.0,14,0.1,0.2,"[-30.0, 20.0, 0.0]","[0.6, 0.6, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.70226316 13.92962889
 13.01630618 13.83004509 14.66703381 13.92454111 12.98477966 13.75196961]","[0.10045807 0.10024604 0.10018804 0.10023068 0.10048701 0.10029259
 0.10066402 0.10094049 0.10072743 0.10030701 0.10082419 0.10152915]"
6,-8.0,14,0.1,0.2,"[-30.0, 20.0, 0.0]","[1.0, 1.0, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.68139805 13.92806865
 12.99841203 13.78116553 14.5929979  13.91318916 12.91875304 13.59189943]","[0.10126943 0.10068269 0.10052187 0.10064002 0.10095379 0.10075244
 0.10144785 0.10162077 0.10198677 0.10113424 0.10211557 0.10349866]"
6,-8.0,14,0.1,0.2,"[0.0, -20.0, 0.0]","[0.6, 0.6, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.6696753  13.92483977
 12.98725497 13.75638166 14.68754202 13.92746875 13.00325121 13.79680727]","[0.1000106  0.10002131 0.1000296  0.10000802 0.10096363 0.1003617
 0.10075593 0.10157623 0.10052915 0.10019129 0.10055053 0.10110424]"
6,-8.0,14,0.1,0.2,"[0.0, -20.0, 0.0]","[1.0, 1.0, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.6115811  13.91680416
 12.93577451 13.62714154 14.65161071 13.92336592 12.97197869 13.71574151]","[0.10002944 0.10005919 0.1000822  0.10002228 0.10261636 0.10138726
 0.10202489 0.1035085  0.10133946 0.10076477 0.10133399 0.10226079]"
6,-8.0,14,0.1,0.2,"[0.0, 0.0, 0.0]","[0.6, 0.6, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.6696753  13.92483977
 12.98725497 13.75638166 14.6673668  13.92434954 12.98520387 13.75167762]","[0.1000106  0.10002131 0.1000296  0.10000802 0.10068791 0.100247
 0.10071514 0.10146023 0.10072817 0.10029914 0.1007995  0.10151856]"
6,-8.0,14,0.1,0.2,"[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.6115811  13.91680416
 12.93577451 13.62714154 14.6041601  13.91498256 12.92917292 13.61309973]","[0.10002944 0.10005919 0.1000822  0.10002228 0.10182946 0.10106197
 0.10190669 0.10317056 0.10192623 0.10112327 0.10201172 0.10332597]"
6,-8.0,14,0.1,0.2,"[0.0, 20.0, 0.0]","[0.6, 0.6, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.6696753  13.92483977
 12.98725497 13.75638166 14.6637305  13.92387564 12.98181611 13.74523822]","[0.1000106  0.10002131 0.1000296  0.10000802 0.10083314 0.10044881
 0.10105643 0.10163925 0.10075022 0.10031946 0.10086636 0.10159004]"
6,-8.0,14,0.1,0.2,"[0.0, 20.0, 0.0]","[1.0, 1.0, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.6115811  13.91680416
 12.93577451 13.62714154 14.58159123 13.91030006 12.90851629 13.57067437]","[0.10002944 0.10005919 0.1000822  0.10002228 0.10224427 0.10163237
 0.10287884 0.10369027 0.10209115 0.10119083 0.10225581 0.10370778]"
6,-8.0,14,0.1,0.2,"[30.0, -20.0, 0.0]","[0.6, 0.6, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.67204728 13.92553805
 12.98917276 13.76386194 14.68601227 13.92728291 13.00187374 13.79334292]","[0.10028658 0.10034383 0.10053197 0.10028411 0.10082283 0.10025883
 0.10063901 0.10140024 0.10053452 0.10019814 0.10057371 0.1011312 ]"
6,-8.0,14,0.1,0.2,"[30.0, -20.0, 0.0]","[1.0, 1.0, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.59484151 13.91377598
 12.92023473 13.59876788 14.6464372  13.92232243 12.96727945 13.70491827]","[0.10079496 0.10095361 0.10147376 0.10078812 0.10259791 0.10134214
 0.10206875 0.10359157 0.10136952 0.10078479 0.10139504 0.10234595]"
6,-8.0,14,0.1,0.2,"[30.0, 0.0, 0.0]","[0.6, 0.6, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.67204728 13.92553805
 12.98917276 13.76386194 14.66533032 13.92401456 12.98336535 13.7472837 ]","[0.10028658 0.10034383 0.10053197 0.10028411 0.10060179 0.10018477
 0.10066331 0.10135972 0.10073974 0.10030859 0.10082913 0.1015572 ]"
6,-8.0,14,0.1,0.2,"[30.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.59484151 13.91377598
 12.92023473 13.59876788 14.5968802  13.91336768 12.92256833 13.59846759]","[0.10079496 0.10095361 0.10147376 0.10078812 0.10195757 0.10112808
 0.10213449 0.1034675  0.10198076 0.10115364 0.10209864 0.10345685]"
6,-8.0,14,0.1,0.2,"[30.0, 20.0, 0.0]","[0.6, 0.6, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.67204728 13.92553805
 12.98917276 13.76386194 14.66165547 13.92351492 12.97994563 13.74091757]","[0.10028658 0.10034383 0.10053197 0.10028411 0.10081336 0.1004311
 0.10106878 0.10162109 0.10086236 0.10042696 0.10099556 0.10173079]"
6,-8.0,14,0.1,0.2,"[30.0, 20.0, 0.0]","[1.0, 1.0, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.59484151 13.91377598
 12.92023473 13.59876788 14.57363501 13.90831574 12.90135249 13.55572693]","[0.10079496 0.10095361 0.10147376 0.10078812 0.10256584 0.10182756
 0.10329917 0.10423348 0.10216125 0.10122911 0.10235617 0.10385761]"
6,0.0,14,0.1,0.2,"[-30.0, -20.0, 0.0]","[0.6, 0.6, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.29891897 13.5624956
 12.65792651 13.47518613 14.17561488 13.45020596 12.54705593 13.34278324]","[0.10045807 0.10024604 0.10018804 0.10023068 0.10485402 0.10402311
 0.1042723  0.1046632  0.10551452 0.10483595 0.10511468 0.10558214]"
6,0.0,14,0.1,0.2,"[-30.0, -20.0, 0.0]","[1.0, 1.0, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.03112667 13.37528294
 12.41713434 13.1526098  13.80487341 13.17912357 12.20790489 12.89177202]","[0.10126943 0.10068269 0.10052187 0.10064002 0.10988861 0.10755032
 0.10808806 0.10929452 0.11077497 0.10895939 0.1097916  0.11123932]"
6,0.0,14,0.1,0.2,"[-30.0, 0.0, 0.0]","[0.6, 0.6, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.29891897 13.5624956
 12.65792651 13.47518613 14.13027336 13.37226404 12.50869388 13.33075416]","[0.10045807 0.10024604 0.10018804 0.10023068 0.10416815 0.10367383
 0.10400323 0.10431274 0.10558987 0.10538108 0.10549574 0.1056067 ]"
6,0.0,14,0.1,0.2,"[-30.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.03112667 13.37528294
 12.41713434 13.1526098  13.70417635 13.00009611 12.12757157 12.89066704]","[0.10126943 0.10068269 0.10052187 0.10064002 0.10770368 0.10645331
 0.10722799 0.10815835 0.11082859 0.11022356 0.11055094 0.11098488]"
6,0.0,14,0.1,0.2,"[-30.0, 20.0, 0.0]","[0.6, 0.6, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.29891897 13.5624956
 12.65792651 13.47518613 14.16774625 13.37703384 12.54353736 13.4080051 ]","[0.10045807 0.10024604 0.10018804 0.10023068 0.10402427 0.10372927
 0.10422566 0.10433822 0.10517725 0.10537022 0.10535638 0.10500652]"
6,0.0,14,0.1,0.2,"[-30.0, 20.0, 0.0]","[1.0, 1.0, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.03112667 13.37528294
 12.41713434 13.1526098  13.7665131  12.96720715 12.19144123 13.06368653]","[0.10126943 0.10068269 0.10052187 0.10064002 0.10729767 0.10666922
 0.10799301 0.1082805  0.10999056 0.11056225 0.11032929 0.1095223 ]"
6,0.0,14,0.1,0.2,"[0.0, -20.0, 0.0]","[0.6, 0.6, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.21187498 13.42940078
 12.58205635 13.42933444 14.14576698 13.40505587 12.52189523 13.3345629 ]","[0.1000106  0.10002131 0.1000296  0.10000802 0.10505637 0.10482372
 0.10470239 0.104785   0.10556194 0.10516957 0.10540118 0.10562458]"
6,0.0,14,0.1,0.2,"[0.0, -20.0, 0.0]","[1.0, 1.0, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 13.87515155 13.11126165
 12.2842438  13.11096298 13.73049952 13.07378687 12.14730849 12.8700439 ]","[0.10002944 0.10005919 0.1000822  0.10002228 0.1098403  0.10905249
 0.10865569 0.10892982 0.11097678 0.1098209  0.11050694 0.11139118]"
6,0.0,14,0.1,0.2,"[0.0, 0.0, 0.0]","[0.6, 0.6, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.21187498 13.42940078
 12.58205635 13.42933444 14.103383   13.32609157 12.48615372 13.32760591]","[0.1000106  0.10002131 0.1000296  0.10000802 0.10464143 0.10466823
 0.10468845 0.10463351 0.1057022  0.10578836 0.10584127 0.10567143]"
6,0.0,14,0.1,0.2,"[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 13.87515155 13.11126165
 12.2842438  13.11096298 13.64191908 12.88897507 12.07860065 12.89259422]","[0.10002944 0.10005919 0.1000822  0.10002228 0.1084255  0.10851018
 0.10857448 0.10840016 0.11119305 0.11134635 0.1114251  0.11112972]"
6,0.0,14,0.1,0.2,"[0.0, 20.0, 0.0]","[0.6, 0.6, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.21187498 13.42940078
 12.58205635 13.42933444 14.14465279 13.33390556 12.52416525 13.40679476]","[0.1000106  0.10002131 0.1000296  0.10000802 0.10479965 0.10495064
 0.10519523 0.10486866 0.10535457 0.10582065 0.10575398 0.10511705]"
6,0.0,14,0.1,0.2,"[0.0, 20.0, 0.0]","[1.0, 1.0, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 13.87515155 13.11126165
 12.2842438  13.11096298 13.72466133 12.87132804 12.15949748 13.07879702]","[0.10002944 0.10005919 0.1000822  0.10002228 0.10898886 0.10947413
 0.11028884 0.10920502 0.11049386 0.11178165 0.11130527 0.10975264]"
6,0.0,14,0.1,0.2,"[30.0, -20.0, 0.0]","[0.6, 0.6, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.29813195 13.4756462
 12.65928238 13.56258039 14.16804161 13.40642346 12.542813   13.37829312]","[0.10028658 0.10034383 0.10053197 0.10028411 0.10412713 0.10433938
 0.103999   0.10362638 0.10521439 0.10511878 0.10528456 0.10522574]"
6,0.0,14,0.1,0.2,"[30.0, -20.0, 0.0]","[1.0, 1.0, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.02787398 13.15490952
 12.42299088 13.37558745 13.76846595 13.05966692 12.18696611 12.96912679]","[0.10079496 0.10095361 0.10147376 0.10078812 0.107665   0.10826309
 0.10720232 0.10633759 0.11009253 0.10971528 0.1101406  0.11028238]"
6,0.0,14,0.1,0.2,"[30.0, 0.0, 0.0]","[0.6, 0.6, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.29813195 13.4756462
 12.65928238 13.56258039 14.12948072 13.32962264 12.51023521 13.37418518]","[0.10028658 0.10034383 0.10053197 0.10028411 0.10402944 0.10440499
 0.10424291 0.10368003 0.10542489 0.10578562 0.10576812 0.10531028]"
6,0.0,14,0.1,0.2,"[30.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.02787398 13.15490952
 12.42299088 13.37558745 13.70046723 12.8893876  12.13503587 13.00545798]","[0.10079496 0.10095361 0.10147376 0.10078812 0.10729558 0.1084338
 0.10793105 0.10646808 0.11046726 0.11132756 0.11112857 0.11010452]"
6,0.0,14,0.1,0.2,"[30.0, 20.0, 0.0]","[0.6, 0.6, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.29813195 13.4756462
 12.65928238 13.56258039 14.17390801 13.34270684 12.55061455 13.45210155]","[0.10028658 0.10034383 0.10053197 0.10028411 0.10448451 0.10489793
 0.1049733  0.10409304 0.10515496 0.10584062 0.10572309 0.10482488]"
6,0.0,14,0.1,0.2,"[30.0, 20.0, 0.0]","[1.0, 1.0, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.02787398 13.15490952
 12.42299088 13.37558745 13.79706037 12.89610238 12.22513757 13.18453125]","[0.10079496 0.10095361 0.10147376 0.10078812 0.1087506  0.11002738
 0.11025496 0.10776481 0.10997955 0.11175092 0.11110294 0.10897441]"
6,8.0,14,0.1,0.2,"[-30.0, -20.0, 0.0]","[0.6, 0.6, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.67188566 13.76388345
 12.9894188  13.92557272 14.66209306 13.7421883  12.98075641 13.92366735]","[0.10045807 0.10024604 0.10018804 0.10023068 0.10095363 0.10154718
 0.10070761 0.10030173 0.10089097 0.10172629 0.10088734 0.10034961]"
6,8.0,14,0.1,0.2,"[-30.0, -20.0, 0.0]","[1.0, 1.0, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.59417683 13.59879022
 12.92129258 13.91398625 14.57484453 13.55930003 12.90418445 13.90903746]","[0.10126943 0.10068269 0.10052187 0.10064002 0.10297065 0.10401935
 0.10226457 0.10146171 0.10219811 0.10379391 0.10214519 0.1011138 ]"
6,8.0,14,0.1,0.2,"[-30.0, 0.0, 0.0]","[0.6, 0.6, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.67188566 13.76388345
 12.9894188  13.92557272 14.66589778 13.74855551 12.98395074 13.92413043]","[0.10045807 0.10024604 0.10018804 0.10023068 0.10062137 0.10135075
 0.10060145 0.10014961 0.10074264 0.10157884 0.10079452 0.10025334]"
6,8.0,14,0.1,0.2,"[-30.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.59417683 13.59879022
 12.92129258 13.91398625 14.59851654 13.60205521 12.92438303 13.91380791]","[0.10126943 0.10068269 0.10052187 0.10064002 0.10201533 0.10344277
 0.10195653 0.1010287  0.1019784  0.10345104 0.10202904 0.10108228]"
6,8.0,14,0.1,0.2,"[-30.0, 20.0, 0.0]","[0.6, 0.6, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.67188566 13.76388345
 12.9894188  13.92557272 14.68654419 13.79427726 13.00211629 13.92734156]","[0.10045807 0.10024604 0.10018804 0.10023068 0.10071421 0.10148555
 0.1008762  0.10028078 0.10051091 0.10118144 0.10061302 0.1001618 ]"
6,8.0,14,0.1,0.2,"[-30.0, 20.0, 0.0]","[1.0, 1.0, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.59417683 13.59879022
 12.92129258 13.91398625 14.64796017 13.70722468 12.96768606 13.92250275]","[0.10126943 0.10068269 0.10052187 0.10064002 0.10228842 0.10384288
 0.10274915 0.10140414 0.10132455 0.10240334 0.10146646 0.10075   ]"
6,8.0,14,0.1,0.2,"[0.0, -20.0, 0.0]","[0.6, 0.6, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.66967343 13.75637038
 12.98725296 13.92484466 14.66418107 13.7464845  12.98256632 13.92401335]","[0.1000106  0.10002131 0.1000296  0.10000802 0.1009602  0.10159034
 0.10075414 0.10034122 0.1007706  0.10159329 0.10078653 0.10025218]"
6,8.0,14,0.1,0.2,"[0.0, -20.0, 0.0]","[1.0, 1.0, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.61157553 13.62710416
 12.93576852 13.91682866 14.58283864 13.57421173 12.91110989 13.91092795]","[0.10002944 0.10005919 0.1000822  0.10002228 0.10260613 0.1035493
 0.1020213  0.10132975 0.10211623 0.10366239 0.10209884 0.10109528]"
6,8.0,14,0.1,0.2,"[0.0, 0.0, 0.0]","[0.6, 0.6, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.66967343 13.75637038
 12.98725296 13.92484466 14.66794567 13.7529018  12.98571591 13.92445211]","[0.1000106  0.10002131 0.1000296  0.10000802 0.10068665 0.10147346
 0.10071401 0.10022998 0.10072181 0.10154738 0.10079348 0.10025371]"
6,8.0,14,0.1,0.2,"[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.61157553 13.62710416
 12.93576852 13.91682866 14.60584628 13.6165063  12.93066428 13.91534968]","[0.10002944 0.10005919 0.1000822  0.10002228 0.10182611 0.10320888
 0.10190376 0.10101418 0.10190946 0.10333697 0.10199567 0.10107035]"
6,8.0,14,0.1,0.2,"[0.0, 20.0, 0.0]","[0.6, 0.6, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.66967343 13.75637038
 12.98725296 13.92484466 14.68808519 13.79768158 13.00341942 13.92751709]","[0.1000106  0.10002131 0.1000296  0.10000802 0.1008307  0.101683
 0.10105513 0.10039975 0.10049561 0.10116116 0.1006183  0.10016447]"
6,8.0,14,0.1,0.2,"[0.0, 20.0, 0.0]","[1.0, 1.0, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.61157553 13.62710416
 12.93576852 13.91682866 14.65320816 13.71780976 12.97204961 13.92349438]","[0.10002944 0.10005919 0.1000822  0.10002228 0.10223984 0.10381695
 0.10287509 0.1014942  0.10127833 0.10233319 0.10145772 0.10074726]"
6,8.0,14,0.1,0.2,"[30.0, -20.0, 0.0]","[0.6, 0.6, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.70236514 13.82992335
 13.01608314 13.92962362 14.66750394 13.75319722 12.9854736  13.92466949]","[0.10028658 0.10034383 0.10053197 0.10028411 0.10059062 0.10091417
 0.10042475 0.10020179 0.10073851 0.10154234 0.1007731  0.10024716]"
6,8.0,14,0.1,0.2,"[30.0, -20.0, 0.0]","[1.0, 1.0, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.68181357 13.78065446
 12.99749464 13.92804659 14.59428989 13.59539978 12.92111152 13.91373611]","[0.10079496 0.10095361 0.10147376 0.10078812 0.10124349 0.10154772
 0.10078007 0.10049893 0.10199693 0.10347444 0.10201332 0.10105358]"
6,8.0,14,0.1,0.2,"[30.0, 0.0, 0.0]","[0.6, 0.6, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.70236514 13.82992335
 13.01608314 13.92962362 14.67108841 13.75937352 12.98846107 13.92506775]","[0.10028658 0.10034383 0.10053197 0.10028411 0.10038161 0.10088258
 0.10045119 0.10013053 0.10069323 0.1015024  0.10078386 0.10025027]"
6,8.0,14,0.1,0.2,"[30.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.68181357 13.78065446
 12.99749464 13.92804659 14.61587968 13.63594684 12.93939496 13.91760879]","[0.10079496 0.10095361 0.10147376 0.10078812 0.10065687 0.10145719
 0.10085275 0.10029883 0.10180731 0.10317542 0.10192745 0.10103624]"
6,8.0,14,0.1,0.2,"[30.0, 20.0, 0.0]","[0.6, 0.6, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.70236514 13.82992335
 13.01608314 13.92962362 14.69058893 13.80282585 13.00559999 13.92804917]","[0.10028658 0.10034383 0.10053197 0.10028411 0.1005817  0.10116774
 0.10085096 0.10033602 0.10047456 0.10113098 0.10061645 0.10016378]"
6,8.0,14,0.1,0.2,"[30.0, 20.0, 0.0]","[1.0, 1.0, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.68181357 13.78065446
 12.99749464 13.92804659 14.66031828 13.73194675 12.97820843 13.92503971]","[0.10079496 0.10095361 0.10147376 0.10078812 0.10121879 0.10226129
 0.10197179 0.10087288 0.10098564 0.10200466 0.10119942 0.10050519]"
8,-8.0,14,0.1,0.2,"[-30.0, -20.0, 0.0]","[0.6, 0.6, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.72759439 13.93069222
 13.03865777 13.89485074 14.72232831 13.92980851 13.03398876 13.88352139]","[0.10045807 0.10024604 0.10018804 0.10023068 0.10042508 0.10016968
 0.10021373 0.10042945 0.10019613 0.10008383 0.10022162 0.10038047]"
8,-8.0,14,0.1,0.2,"[-30.0, -20.0, 0.0]","[1.0, 1.0, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.71960601 13.92984231
 13.0319297  13.87740733 14.70982044 13.92816257 13.02325302 13.85655126]","[0.10126943 0.10068269 0.10052187 0.10064002 0.10112133 0.10053893
 0.10053226 0.10092371 0.10046632 0.10027044 0.10047105 0.10075313]"
8,-8.0,14,0.1,0.2,"[-30.0, 0.0, 0.0]","[0.6, 0.6, 1.0]","[14.74390322 13.93229608 13.05298501 13.93229608 14.72759439 13.93069222
 13.03865777 13.89485074 14.71337845 13.92814928 13.02596272 13.86458624]","[0.10045807 0.10024604 0.10018804 0.10023068 0.10012909 0.10003172
 0.10013    0.10027718 0.10031865 0.10017159 0.10037236 0.1005915 ]"
