spacing_D,wd_deg,ws_m_per_s,TI_per,VS,yaw_deg,power_demand_per,SAWS,SATI
6,8.0,10,0.1,0.1,"[0.0, 0.0, 0.0]","[0.6, 0.6, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997 10.01897374  9.44023439
  9.42664122  9.92971769  9.9825754   9.37952749  9.39216292  9.91632588]","[0.10015482 0.10028972 0.10038258 0.10010642 0.1062617  0.1098222
 0.10669427 0.10411786 0.11297395 0.11748399 0.11406413 0.11038076]"
6,8.0,10,0.1,0.1,"[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997  9.79581264  9.0416579
  9.21621259  9.85533097  9.72004517  8.99511671  9.14539248  9.78591553]","[0.10042971 0.10080367 0.10106074 0.10029536 0.12654854 0.13381325
 0.127632   0.12199764 0.13320871 0.14052594 0.13443543 0.12840245]"
6,8.0,10,0.1,0.1,"[0.0, 20.0, 0.0]","[0.6, 0.6, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997 10.01897374  9.44023439
  9.42664122  9.92971769 10.12912011  9.66880613  9.52625501  9.95354502]","[0.10015482 0.10028972 0.10038258 0.10010642 0.10869103 0.11343888
 0.11211689 0.10676769 0.10589434 0.10913714 0.1080288  0.10502148]"
6,8.0,10,0.1,0.1,"[0.0, 20.0, 0.0]","[1.0, 1.0, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997  9.79581264  9.0416579
  9.21621259  9.85533097 10.03499553  9.51560255  9.43085522  9.9167324 ]","[0.10042971 0.10080367 0.10106074 0.10029536 0.13293935 0.14362206
 0.14132901 0.12849289 0.1236445  0.12865279 0.12660435 0.1220779 ]"
6,8.0,10,0.1,0.1,"[30.0, -20.0, 0.0]","[0.6, 0.6, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997 10.19139225  9.80047936
  9.58654683  9.96656464  9.91001022  9.25597663  9.32796598  9.89404403]","[0.10388175 0.10450699 0.106881   0.10376889 0.10449452 0.10371061
 0.10225476 0.10211973 0.11318078 0.11805649 0.11352505 0.10961487]"
6,8.0,10,0.1,0.1,"[30.0, -20.0, 0.0]","[1.0, 1.0, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997 10.17435698  9.76906452
  9.56495621  9.96255997  9.48816147  8.64188233  8.92708181  9.66827529]","[0.11059425 0.11228228 0.11851648 0.11028956 0.1179479  0.11450105
 0.1121621  0.11260993 0.13408747 0.14308423 0.13410446 0.12689769]"
6,8.0,10,0.1,0.1,"[30.0, 0.0, 0.0]","[0.6, 0.6, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997 10.19139225  9.80047936
  9.58654683  9.96656464 10.03648387  9.47449793  9.44180945  9.93394119]","[0.10388175 0.10450699 0.106881   0.10376889 0.10166633 0.10354955
 0.10283363 0.10124487 0.10658907 0.11061122 0.10811554 0.10469118]"
6,8.0,10,0.1,0.1,"[30.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997 10.17435698  9.76906452
  9.56495621  9.96255997  9.83859839  9.14610829  9.25436123  9.85723594]","[0.11059425 0.11228228 0.11851648 0.11028956 0.11057588 0.11402493
 0.1136281  0.11030826 0.12841048 0.1352751  0.13029188 0.12465527]"
6,8.0,10,0.1,0.1,"[30.0, 20.0, 0.0]","[0.6, 0.6, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997 10.19139225  9.80047936
  9.58654683  9.96656464 10.15526334  9.71903457  9.55048861  9.96027908]","[0.10388175 0.10450699 0.106881   0.10376889 0.10488656 0.10803231
 0.10866539 0.10431451 0.10512397 0.10824414 0.10752609 0.10457242]"
6,8.0,10,0.1,0.1,"[30.0, 20.0, 0.0]","[1.0, 1.0, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997 10.17435698  9.76906452
  9.56495621  9.96255997 10.10011722  9.61984508  9.4897419   9.94264346]","[0.11059425 0.11228228 0.11851648 0.11028956 0.11892534 0.12558149
 0.12852264 0.11822277 0.11266933 0.11743321 0.11639503 0.11194376]"
8,-8.0,10,0.1,0.1,"[-30.0, -20.0, 0.0]","[0.6, 0.6, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997 10.23330178  9.96940659
  9.6313303   9.91106523 10.21531048  9.96587753  9.61474464  9.8733575 ]","[0.10627462 0.10339339 0.10253991 0.10309738 0.1056894  0.10309721
 0.10251374 0.10379603 0.10192241 0.10164313 0.10204453 0.10208818]"
8,-8.0,10,0.1,0.1,"[-30.0, -20.0, 0.0]","[1.0, 1.0, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997 10.22125853  9.96736111
  9.62598752  9.89790272 10.18830314  9.95966668  9.59672245  9.83356538]","[0.11692128 0.10928622 0.10697244 0.10847166 0.11512712 0.10845897
 0.106527   0.10947277 0.10748456 0.10676559 0.10717833 0.10769609]"
8,-8.0,10,0.1,0.1,"[-30.0, 0.0, 0.0]","[0.6, 0.6, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997 10.23330178  9.96940659
  9.6313303   9.91106523 10.16030491  9.95158785  9.5600971   9.75978479]","[0.10627462 0.10339339 0.10253991 0.10309738 0.10135019 0.10105932
 0.10123691 0.10150126 0.1045992  0.10419673 0.10529819 0.10565491]"
8,-8.0,10,0.1,0.1,"[-30.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997 10.22125853  9.96736111
  9.62598752  9.89790272 10.06030859  9.91686767  9.46630263  9.58330409]","[0.11692128 0.10928622 0.10697244 0.10847166 0.10333836 0.10287589
 0.10301289 0.10317455 0.12080814 0.11947655 0.12147107 0.12306935]"
8,-8.0,10,0.1,0.1,"[-30.0, 20.0, 0.0]","[0.6, 0.6, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997 10.23330178  9.96940659
  9.6313303   9.91106523 10.09387511  9.92787603  9.49470498  9.64265691]","[0.10627462 0.10339339 0.10253991 0.10309738 0.10264822 0.10323292
 0.10494214 0.10302353 0.10524311 0.1046923  0.10653735 0.10715496]"
8,-8.0,10,0.1,0.1,"[-30.0, 20.0, 0.0]","[1.0, 1.0, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997 10.22125853  9.96736111
  9.62598752  9.89790272  9.84052402  9.80503063  9.25901764  9.25517825]","[0.11692128 0.10928622 0.10697244 0.10847166 0.10692251 0.10883833
 0.11309961 0.10737789 0.1234821  0.12114318 0.1249469  0.1278458 ]"
8,-8.0,10,0.1,0.1,"[0.0, -20.0, 0.0]","[0.6, 0.6, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997 10.15694831  9.95076105
  9.55650255  9.75238909 10.20627978  9.96302803  9.60619529  9.85673119]","[0.10015482 0.10028972 0.10038258 0.10010642 0.10826701 0.10527425
 0.10522973 0.10715644 0.10202044 0.10177605 0.1023257  0.10234332]"
8,-8.0,10,0.1,0.1,"[0.0, -20.0, 0.0]","[1.0, 1.0, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997 10.05106465  9.91452858
  9.45613274  9.56272749 10.14944253  9.9430304   9.55933136  9.77060389]","[0.10042971 0.10080367 0.10106074 0.10029536 0.13090568 0.12332089
 0.12286271 0.12733852 0.11194526 0.11110759 0.11192038 0.11258646]"
8,-8.0,10,0.1,0.1,"[0.0, 0.0, 0.0]","[0.6, 0.6, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997 10.15694831  9.95076105
  9.55650255  9.75238909 10.14119269  9.94467787  9.54151704  9.7258835 ]","[0.10015482 0.10028972 0.10038258 0.10010642 0.10418507 0.10353602
 0.10453534 0.10542705 0.1050297  0.1046094  0.10596413 0.10636393]"
8,-8.0,10,0.1,0.1,"[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997 10.05106465  9.91452858
  9.45613274  9.56272749  9.98785215  9.87170661  9.39662979  9.48908011]","[0.10042971 0.10080367 0.10106074 0.10029536 0.12000177 0.11870936
 0.12093087 0.12252197 0.1250745  0.12349598 0.12608598 0.127931  ]"
8,-8.0,10,0.1,0.1,"[0.0, 20.0, 0.0]","[0.6, 0.6, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997 10.15694831  9.95076105
  9.55650255  9.75238909 10.06446282  9.91411236  9.46690102  9.59776186]","[0.10015482 0.10028972 0.10038258 0.10010642 0.10635988 0.10637654
 0.10930886 0.1080435  0.10985494 0.10915738 0.11134919 0.11217479]"
8,-8.0,10,0.1,0.1,"[0.0, 20.0, 0.0]","[1.0, 1.0, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997 10.05106465  9.91452858
  9.45613274  9.56272749  9.76969588  9.73171893  9.20094162  9.21356861]","[0.10042971 0.10080367 0.10106074 0.10029536 0.12585937 0.12616737
 0.13358644 0.12973309 0.12790652 0.12564405 0.12963252 0.13232357]"
8,-8.0,10,0.1,0.1,"[30.0, -20.0, 0.0]","[0.6, 0.6, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997 10.07142222  9.91793535
  9.47381948  9.61073395 10.193166    9.9574389   9.5931696   9.83483279]","[0.10388175 0.10450699 0.106881   0.10376889 0.1124115  0.1089952
 0.10952057 0.11199001 0.10216602 0.10196315 0.1026672  0.10265654]"
8,-8.0,10,0.1,0.1,"[30.0, -20.0, 0.0]","[1.0, 1.0, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997  9.75651847  9.74451961
  9.19239181  9.16874942 10.12006105  9.92260996  9.52765066  9.73024018]","[0.11059425 0.11228228 0.11851648 0.11028956 0.13400493 0.12494056
 0.12576807 0.13174248 0.1124009  0.11166552 0.11274375 0.11329652]"
8,-8.0,10,0.1,0.1,"[30.0, 0.0, 0.0]","[0.6, 0.6, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997 10.07142222  9.91793535
  9.47381948  9.61073395 10.11937736  9.93495044  9.52028081  9.69090112]","[0.10388175 0.10450699 0.106881   0.10376889 0.10871044 0.10764065
 0.10947737 0.11092561 0.10546738 0.10504466 0.10663867 0.10706269]"
8,-8.0,10,0.1,0.1,"[30.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997  9.75651847  9.74451961
  9.19239181  9.16874942  9.9507383   9.8501439   9.35990131  9.43560632]","[0.11059425 0.11228228 0.11851648 0.11028956 0.12368907 0.12124145
 0.12550042 0.12851557 0.12595493 0.12432567 0.12729967 0.12923925]"
8,-8.0,10,0.1,0.1,"[30.0, 20.0, 0.0]","[0.6, 0.6, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997 10.07142222  9.91793535
  9.47381948  9.61073395 10.03652638  9.89795426  9.44100042  9.56111519]","[0.10388175 0.10450699 0.106881   0.10376889 0.1118103  0.11113638
 0.11524949 0.11465563 0.1106731  0.10994196 0.11238221 0.11325365]"
8,-8.0,10,0.1,0.1,"[30.0, 20.0, 0.0]","[1.0, 1.0, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997  9.75651847  9.74451961
  9.19239181  9.16874942  9.73285046  9.70119287  9.17086308  9.1807594 ]","[0.11059425 0.11228228 0.11851648 0.11028956 0.13241757 0.13055549
 0.14124059 0.13934666 0.12890444 0.12665769 0.13086327 0.13353177]"
8,0.0,10,0.1,0.1,"[-30.0, -20.0, 0.0]","[0.6, 0.6, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997  9.587543    9.46355444
  8.99637534  9.12507225  9.46820732  9.32902282  8.83965476  8.95448202]","[0.10627462 0.10339339 0.10253991 0.10309738 0.13041989 0.12028797
 0.11980402 0.12439728 0.12893768 0.12154896 0.12047731 0.12517093]"
8,0.0,10,0.1,0.1,"[-30.0, -20.0, 0.0]","[1.0, 1.0, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997  9.42975772  9.38732158
  8.8056543   8.80871871  9.42133573  9.2654804   8.73158067  8.83076134]","[0.11692128 0.10928622 0.10697244 0.10847166 0.1646145  0.14257656
 0.14145047 0.15209648 0.15215688 0.13952472 0.13685559 0.14462499]"
8,0.0,10,0.1,0.1,"[-30.0, 0.0, 0.0]","[0.6, 0.6, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997  9.587543    9.46355444
  8.99637534  9.12507225  9.24528952  9.05224943  8.66389469  8.86276674]","[0.10627462 0.10339339 0.10253991 0.10309738 0.11797135 0.11394799
 0.114645   0.11760891 0.12585702 0.12331786 0.12333061 0.12430233]"
8,0.0,10,0.1,0.1,"[-30.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997  9.42975772  9.38732158
  8.8056543   8.80871871  9.06084281  8.88167518  8.43324034  8.59255437]","[0.11692128 0.10928622 0.10697244 0.10847166 0.13734106 0.1285371
 0.12926914 0.13586453 0.1460516  0.14090585 0.14059518 0.14342094]"
8,0.0,10,0.1,0.1,"[-30.0, 20.0, 0.0]","[0.6, 0.6, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997  9.587543    9.46355444
  8.99637534  9.12507225  9.27761113  8.95420351  8.74909198  9.08957817]","[0.10627462 0.10339339 0.10253991 0.10309738 0.11472017 0.11442494
 0.11806128 0.11766651 0.12240009 0.12518211 0.12513364 0.12119579]"
8,0.0,10,0.1,0.1,"[-30.0, 20.0, 0.0]","[1.0, 1.0, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997  9.42975772  9.38732158
  8.8056543   8.80871871  9.0397141   8.72043809  8.54265545  8.86369709]","[0.11692128 0.10928622 0.10697244 0.10847166 0.12895545 0.12878817
 0.13597329 0.13516559 0.14026597 0.1438336  0.14331026 0.13840551]"
8,0.0,10,0.1,0.1,"[0.0, -20.0, 0.0]","[0.6, 0.6, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997  9.33665563  9.07432278
  8.78706598  9.07251283  9.29743797  9.15022119  8.69562719  8.83572828]","[0.10015482 0.10028972 0.10038258 0.10010642 0.12641928 0.12156098
 0.1190095  0.12067466 0.1284706  0.12406162 0.12418755 0.12686643]"
8,0.0,10,0.1,0.1,"[0.0, -20.0, 0.0]","[1.0, 1.0, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997  8.87247648  8.62676914
  8.35643475  8.61970077  9.1512842   8.99338376  8.51793248  8.64787529]","[0.10042971 0.10080367 0.10106074 0.10029536 0.15478108 0.14468608
 0.13924207 0.14287767 0.14590488 0.13948135 0.13895618 0.14297933]"
8,0.0,10,0.1,0.1,"[0.0, 0.0, 0.0]","[0.6, 0.6, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997  9.33665563  9.07432278
  8.78706598  9.07251283  9.10634326  8.84951642  8.57590818  8.85105251]","[0.10015482 0.10028972 0.10038258 0.10010642 0.11763176 0.11811102
 0.11842554 0.11741879 0.1265457  0.12771482 0.12835158 0.12595801]"
8,0.0,10,0.1,0.1,"[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997  8.87247648  8.62676914
  8.35643475  8.61970077  8.87235625  8.62600069  8.36501052  8.62240762]","[0.10042971 0.10080367 0.10106074 0.10029536 0.13664815 0.1376363
 0.13827393 0.13618838 0.14267541 0.14412792 0.14484132 0.14188951]"
8,0.0,10,0.1,0.1,"[0.0, 20.0, 0.0]","[0.6, 0.6, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997  9.33665563  9.07432278
  8.78706598  9.07251283  9.26569547  8.86520134  8.7643466   9.1613909 ]","[0.10015482 0.10028972 0.10038258 0.10010642 0.1209776  0.12376712
 0.12839084 0.12220263 0.12399946 0.13000653 0.13074566 0.12337554]"
8,0.0,10,0.1,0.1,"[0.0, 20.0, 0.0]","[1.0, 1.0, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997  8.87247648  8.62676914
  8.35643475  8.61970077  9.09608855  8.70767071  8.63881048  9.00810985]","[0.10042971 0.10080367 0.10106074 0.10029536 0.14337494 0.14926487
 0.15870663 0.14605651 0.13918955 0.14709821 0.14850875 0.1387741 ]"
8,0.0,10,0.1,0.1,"[30.0, -20.0, 0.0]","[0.6, 0.6, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997  9.57352739  9.13842271
  9.02379111  9.46454923  9.28708496  9.08448348  8.72549134  8.94640857]","[0.10388175 0.10450699 0.106881   0.10376889 0.1164736  0.11779467
 0.11447202 0.11279191 0.1232043  0.12284695 0.12367176 0.12282318]"
8,0.0,10,0.1,0.1,"[30.0, -20.0, 0.0]","[1.0, 1.0, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997  9.39659454  8.85220503
  8.87894241  9.38908606  9.0536843   8.86155797  8.49577103  8.69240856]","[0.11059425 0.11228228 0.11851648 0.11028956 0.13242495 0.13544149
 0.1286485  0.12540243 0.14112623 0.14087772 0.14197239 0.14079827]"
8,0.0,10,0.1,0.1,"[30.0, 0.0, 0.0]","[0.6, 0.6, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997  9.57352739  9.13842271
  9.02379111  9.46454923  9.22199304  8.87840379  8.71128251  9.06467914]","[0.10388175 0.10450699 0.106881   0.10376889 0.11521566 0.1192209
 0.11887841 0.11396639 0.12250915 0.12697746 0.12792694 0.12222045]"
8,0.0,10,0.1,0.1,"[30.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997  9.39659454  8.85220503
  8.87894241  9.38908606  8.99976077  8.64076194  8.54957386  8.90070768]","[0.11059425 0.11228228 0.11851648 0.11028956 0.13080813 0.13965935
 0.13929313 0.12866886 0.14020192 0.14737511 0.14858378 0.13972785]"
8,0.0,10,0.1,0.1,"[30.0, 20.0, 0.0]","[0.6, 0.6, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997  9.57352739  9.13842271
  9.02379111  9.46454923  9.436197    8.99434483  8.91711605  9.34013891]","[0.10388175 0.10450699 0.106881   0.10376889 0.12378494 0.12830732
 0.13116495 0.12109393 0.12183441 0.12917548 0.13088643 0.12138279]"
8,0.0,10,0.1,0.1,"[30.0, 20.0, 0.0]","[1.0, 1.0, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997  9.39659454  8.85220503
  8.87894241  9.38908606  9.3626997   8.91347121  8.87659607  9.28109673]","[0.11059425 0.11228228 0.11851648 0.11028956 0.15059626 0.16091939
 0.16599585 0.14436411 0.14053762 0.15068327 0.15393352 0.13979834]"
8,8.0,10,0.1,0.1,"[-30.0, -20.0, 0.0]","[0.6, 0.6, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997 10.06909025  9.6105549
  9.47813957  9.91958829 10.0393005   9.56572715  9.44995357  9.90372187]","[0.10627462 0.10339339 0.10253991 0.10309738 0.11267766 0.11243746
 0.10896022 0.10806946 0.11106033 0.11346021 0.11111559 0.10885115]"
8,8.0,10,0.1,0.1,"[-30.0, -20.0, 0.0]","[1.0, 1.0, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997  9.76576972  9.16407018
  9.18555953  9.75094797  9.75117447  9.18348164  9.16998959  9.71493651]","[0.11692128 0.10928622 0.10697244 0.10847166 0.13796151 0.13694739
 0.12831691 0.12596168 0.12922008 0.13332532 0.1289238  0.12519732]"
8,8.0,10,0.1,0.1,"[-30.0, 0.0, 0.0]","[0.6, 0.6, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997 10.06909025  9.6105549
  9.47813957  9.91958829 10.12416616  9.69892499  9.52644536  9.9380104 ]","[0.10627462 0.10339339 0.10253991 0.10309738 0.10760862 0.10956094
 0.10743493 0.10583546 0.10550863 0.10750906 0.1062419  0.10424505]"
8,8.0,10,0.1,0.1,"[-30.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997  9.76576972  9.16407018
  9.18555953  9.75094797  9.95906817  9.45029379  9.37248803  9.85760058]","[0.11692128 0.10928622 0.10697244 0.10847166 0.12418651 0.12859526
 0.12386669 0.1199921  0.12596945 0.12945121 0.12661603 0.1234303 ]"
8,8.0,10,0.1,0.1,"[-30.0, 20.0, 0.0]","[0.6, 0.6, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997 10.06909025  9.6105549
  9.47813957  9.91958829 10.19722033  9.83874316  9.5935859   9.9584958 ]","[0.10627462 0.10339339 0.10253991 0.10309738 0.1093409  0.11205784
 0.11182869 0.10793999 0.10188186 0.1033899  0.10316668 0.10144691]"
8,8.0,10,0.1,0.1,"[-30.0, 20.0, 0.0]","[1.0, 1.0, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997  9.76576972  9.16407018
  9.18555953  9.75094797 10.12557537  9.73206825  9.52578887  9.92526423]","[0.11692128 0.10928622 0.10697244 0.10847166 0.12914658 0.13581985
 0.13580524 0.12557465 0.11195272 0.1142374  0.11363546 0.1111757 ]"
8,8.0,10,0.1,0.1,"[0.0, -20.0, 0.0]","[0.6, 0.6, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997 10.156918    9.7521239
  9.55647247  9.95090219 10.06673214  9.60484271  9.47545455  9.91774279]","[0.10015482 0.10028972 0.10038258 0.10010642 0.10822722 0.10744738
 0.10522171 0.10492548 0.1086164  0.11090349 0.10892068 0.10671393]"
8,8.0,10,0.1,0.1,"[0.0, -20.0, 0.0]","[1.0, 1.0, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997 10.05106417  9.56215008
  9.4561356   9.91523582  9.7855135   9.22111191  9.20596878  9.74462368]","[0.10042971 0.10080367 0.10106074 0.10029536 0.13078974 0.12813573
 0.12288335 0.12241146 0.12810016 0.1322076  0.12812865 0.1243777 ]"
8,8.0,10,0.1,0.1,"[0.0, 0.0, 0.0]","[0.6, 0.6, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997 10.156918    9.7521239
  9.55647247  9.95090219 10.14465847  9.73198673  9.54477369  9.94599926]","[0.10015482 0.10028972 0.10038258 0.10010642 0.10417138 0.10563473
 0.10452609 0.1032948  0.10496671 0.10688224 0.10590705 0.10394957]"
8,8.0,10,0.1,0.1,"[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997 10.05106417  9.56215008
  9.4561356   9.91523582  9.9973077   9.50320454  9.40548877  9.87726776]","[0.10042971 0.10080367 0.10106074 0.10029536 0.11997175 0.12309084
 0.12091233 0.11807937 0.12490833 0.12827742 0.12593593 0.12279074]"
8,8.0,10,0.1,0.1,"[0.0, 20.0, 0.0]","[0.6, 0.6, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997 10.156918    9.7521239
  9.55647247  9.95090219 10.20949833  9.85774376  9.60384549  9.96323576]","[0.10015482 0.10028972 0.10038258 0.10010642 0.10634466 0.10866134
 0.10929208 0.10571602 0.10163929 0.10314085 0.10311326 0.10137105]"
8,8.0,10,0.1,0.1,"[0.0, 20.0, 0.0]","[1.0, 1.0, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997 10.05106417  9.56215008
  9.4561356   9.91523582 10.15887685  9.7712725   9.55046326  9.94363211]","[0.10042971 0.10080367 0.10106074 0.10029536 0.12588191 0.13141765
 0.13353843 0.12445012 0.11128474 0.11362362 0.11335897 0.11082809]"
8,8.0,10,0.1,0.1,"[30.0, -20.0, 0.0]","[0.6, 0.6, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997 10.23465808  9.90930258
  9.62834212  9.9693395  10.09591276  9.64967839  9.50242279  9.93072378]","[0.10388175 0.10450699 0.106881   0.10376889 0.10412804 0.10270205
 0.10177594 0.10204276 0.10539422 0.10755165 0.10595127 0.10381335]"
8,8.0,10,0.1,0.1,"[30.0, -20.0, 0.0]","[1.0, 1.0, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997 10.22577133  9.89248728
  9.61633503  9.96710359  9.85127695  9.2692866   9.27530696  9.81782404]","[0.11059425 0.11228228 0.11851648 0.11028956 0.11094257 0.1065224
 0.10453588 0.10559401 0.12361664 0.12796133 0.12395489 0.12009756]"
8,8.0,10,0.1,0.1,"[30.0, 0.0, 0.0]","[0.6, 0.6, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997 10.23465808  9.90930258
  9.62834212  9.9693395  10.16372769  9.76503507  9.56219118  9.95254338]","[0.10388175 0.10450699 0.106881   0.10376889 0.10107866 0.10190892
 0.10185021 0.10098533 0.10442094 0.10626407 0.10555096 0.10362967]"
8,8.0,10,0.1,0.1,"[30.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997 10.22577133  9.89248728
  9.61633503  9.96710359 10.07005872  9.59653046  9.47165758  9.9203718 ]","[0.11059425 0.11228228 0.11851648 0.11028956 0.1025808  0.10430935
 0.10472162 0.1026708  0.11693516 0.12003224 0.11835547 0.11543193]"
8,8.0,10,0.1,0.1,"[30.0, 20.0, 0.0]","[0.6, 0.6, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997 10.23465808  9.90930258
  9.62834212  9.9693395  10.21837786  9.87391949  9.61206726  9.96599235]","[0.10388175 0.10450699 0.106881   0.10376889 0.10369358 0.10539413
 0.10686637 0.10366671 0.10144297 0.10295592 0.10308063 0.1013081 ]"
8,8.0,10,0.1,0.1,"[30.0, 20.0, 0.0]","[1.0, 1.0, 1.0]","[10.2622412   9.97269997  9.6558587   9.97269997 10.22577133  9.89248728
  9.61633503  9.96710359 10.1971311   9.8318961   9.58590081  9.95970089]","[0.11059425 0.11228228 0.11851648 0.11028956 0.10976572 0.11383799
 0.1182817  0.11000603 0.10670727 0.10889129 0.10904256 0.10662094]"
4,-8.0,10,0.1,0.2,"[-30.0, -20.0, 0.0]","[0.6, 0.6, 1.0]","[10.53135944  9.95164005  9.32356072  9.95164005 10.25439051  9.93472451
  9.08395518  9.27551049 10.13491034  9.91192369  8.97794006  9.03428831]","[0.10627054 0.10339728 0.1026007  0.10318376 0.1152451  0.10791138
 0.11019656 0.11840808 0.11164227 0.1068827  0.11051903 0.11756221]"
4,-8.0,10,0.1,0.2,"[-30.0, -20.0, 0.0]","[1.0, 1.0, 1.0]","[10.53135944  9.95164005  9.32356072  9.95164005 10.1921574   9.92328692
  9.04067029  9.18790256 10.01055294  9.87088163  8.87531209  8.86690335]","[0.11691096 0.10929698 0.10713834 0.10870638 0.13612526 0.12067195
 0.12312406 0.13777364 0.142145   0.13411772 0.13977818 0.1510115 ]"
4,-8.0,10,0.1,0.2,"[-30.0, 0.0, 0.0]","[0.6, 0.6, 1.0]","[10.53135944  9.95164005  9.32356072  9.95164005 10.25439051  9.93472451
  9.08395518  9.27551049  9.84510227  9.82844231  8.71509871  8.48515579]","[0.10627054 0.10339728 0.1026007  0.10318376 0.10855653 0.10510431
 0.10768817 0.11316751 0.12102448 0.1144463  0.12174429 0.13225573]"
4,-8.0,10,0.1,0.2,"[-30.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[10.53135944  9.95164005  9.32356072  9.95164005 10.1921574   9.92328692
  9.04067029  9.18790256  9.40221514  9.64557864  8.31400309  7.79673372]","[0.11691096 0.10929698 0.10713834 0.10870638 0.11887976 0.11341841
 0.11653167 0.12407842 0.15007887 0.13732228 0.15078356 0.17007544]"
4,-8.0,10,0.1,0.2,"[-30.0, 20.0, 0.0]","[0.6, 0.6, 1.0]","[10.53135944  9.95164005  9.32356072  9.95164005 10.25439051  9.93472451
  9.08395518  9.27551049  9.63296752  9.74937418  8.53182159  8.16428514]","[0.10627054 0.10339728 0.1026007  0.10318376 0.108762   0.10730409
 0.11163563 0.11344111 0.12376674 0.11572961 0.12608188 0.13884524]"
